1.0000049811,,1.0000049811,,1.0000020449,,1.0000011998,,1.0000006482,,1.0000003128,,1.0000001282,,1.0000000406,,1.000000008,,1.0000000005
1.0000099621,,1.0000099621,,1.0000040898,,1.0000023996,,1.0000012963,,1.0000006256,,1.0000002564,,1.0000000812,,1.000000016,,1.000000001
1.0000149429,,1.0000149429,,1.0000061346,,1.0000035994,,1.0000019445,,1.0000009384,,1.0000003846,,1.0000001217,,1.0000000241,,1.0000000015
1.0000199235,,1.0000199235,,1.0000081795,,1.0000047992,,1.0000025927,,1.0000012512,,1.0000005128,,1.0000001623,,1.0000000321,,1.000000002
1.0000249039,,1.0000249039,,1.0000102242,,1.000005999,,1.0000032408,,1.000001564,,1.000000641,,1.0000002029,,1.0000000401,,1.0000000025
1.0000298842,,1.0000298842,,1.000012269,,1.0000071988,,1.000003889,,1.0000018768,,1.0000007692,,1.0000002435,,1.0000000481,,1.000000003
1.0000348643,,1.0000348643,,1.0000143137,,1.0000083986,,1.0000045371,,1.0000021896,,1.0000008974,,1.0000002841,,1.0000000561,,1.0000000035
1.0000398442,,1.0000398442,,1.0000163584,,1.0000095983,,1.0000051853,,1.0000025024,,1.0000010256,,1.0000003246,,1.0000000642,,1.000000004
1.000044824,,1.000044824,,1.0000184031,,1.000010798,,1.0000058334,,1.0000028152,,1.0000011538,,1.0000003652,,1.0000000722,,1.0000000045
1.0000498035,,1.0000498035,,1.0000204478,,1.0000119978,,1.0000064815,,1.000003128,,1.0000012819,,1.0000004058,,1.0000000802,,1.000000005
1.0000547829,,1.0000547829,,1.0000224924,,1.0000131975,,1.0000071297,,1.0000034407,,1.0000014101,,1.0000004464,,1.0000000882,,1.0000000055
1.0000597622,,1.0000597622,,1.000024537,,1.0000143972,,1.0000077778,,1.0000037535,,1.0000015383,,1.000000487,,1.0000000962,,1.000000006
1.0000647412,,1.0000647412,,1.0000265815,,1.0000155969,,1.0000084259,,1.0000040663,,1.0000016665,,1.0000005275,,1.0000001042,,1.0000000065
1.0000697201,,1.0000697201,,1.000028626,,1.0000167966,,1.0000090741,,1.0000043791,,1.0000017947,,1.0000005681,,1.0000001123,,1.000000007
1.0000746988,,1.0000746988,,1.0000306705,,1.0000179963,,1.0000097222,,1.0000046919,,1.0000019229,,1.0000006087,,1.0000001203,,1.0000000075
1.0000796773,,1.0000796773,,1.000032715,,1.000019196,,1.0000103703,,1.0000050047,,1.0000020511,,1.0000006493,,1.0000001283,,1.000000008
1.0000846557,,1.0000846557,,1.0000347594,,1.0000203956,,1.0000110184,,1.0000053175,,1.0000021793,,1.0000006899,,1.0000001363,,1.0000000085
1.0000896339,,1.0000896339,,1.0000368039,,1.0000215953,,1.0000116665,,1.0000056303,,1.0000023075,,1.0000007304,,1.0000001443,,1.000000009
1.0000946119,,1.0000946119,,1.0000388482,,1.0000227949,,1.0000123147,,1.000005943,,1.0000024357,,1.000000771,,1.0000001524,,1.0000000095
1.0000995898,,1.0000995898,,1.0000408926,,1.0000239945,,1.0000129628,,1.0000062558,,1.0000025639,,1.0000008116,,1.0000001604,,1.00000001
1.0001045674,,1.0001045674,,1.0000429369,,1.0000251942,,1.0000136109,,1.0000065686,,1.0000026921,,1.0000008522,,1.0000001684,,1.0000000105
1.0001095449,,1.0001095449,,1.0000449812,,1.0000263938,,1.000014259,,1.0000068814,,1.0000028203,,1.0000008928,,1.0000001764,,1.000000011
1.0001145223,,1.0001145223,,1.0000470255,,1.0000275934,,1.0000149071,,1.0000071942,,1.0000029485,,1.0000009333,,1.0000001844,,1.0000000115
1.0001194994,,1.0001194994,,1.0000490697,,1.000028793,,1.0000155552,,1.000007507,,1.0000030767,,1.0000009739,,1.0000001924,,1.000000012
1.0001244764,,1.0001244764,,1.0000511139,,1.0000299925,,1.0000162033,,1.0000078197,,1.0000032048,,1.0000010145,,1.0000002005,,1.0000000125
1.0001294532,,1.0001294532,,1.0000531581,,1.0000311921,,1.0000168514,,1.0000081325,,1.000003333,,1.0000010551,,1.0000002085,,1.000000013
1.0001344298,,1.0001344298,,1.0000552022,,1.0000323917,,1.0000174995,,1.0000084453,,1.0000034612,,1.0000010957,,1.0000002165,,1.0000000135
1.0001394063,,1.0001394063,,1.0000572464,,1.0000335912,,1.0000181476,,1.0000087581,,1.0000035894,,1.0000011362,,1.0000002245,,1.000000014
1.0001443826,,1.0001443826,,1.0000592904,,1.0000347908,,1.0000187956,,1.0000090709,,1.0000037176,,1.0000011768,,1.0000002325,,1.0000000145
1.0001493587,,1.0001493587,,1.0000613345,,1.0000359903,,1.0000194437,,1.0000093836,,1.0000038458,,1.0000012174,,1.0000002406,,1.000000015
1.0001543346,,1.0001543346,,1.0000633785,,1.0000371898,,1.0000200918,,1.0000096964,,1.000003974,,1.000001258,,1.0000002486,,1.0000000155
1.0001593104,,1.0001593104,,1.0000654225,,1.0000383893,,1.0000207399,,1.0000100092,,1.0000041022,,1.0000012985,,1.0000002566,,1.000000016
1.000164286,,1.000164286,,1.0000674665,,1.0000395888,,1.0000213879,,1.000010322,,1.0000042304,,1.0000013391,,1.0000002646,,1.0000000165
1.0001692614,,1.0001692614,,1.0000695105,,1.0000407883,,1.000022036,,1.0000106347,,1.0000043586,,1.0000013797,,1.0000002726,,1.000000017
1.0001742367,,1.0001742367,,1.0000715544,,1.0000419878,,1.0000226841,,1.0000109475,,1.0000044868,,1.0000014203,,1.0000002806,,1.0000000175
1.0001792118,,1.0001792118,,1.0000735983,,1.0000431873,,1.0000233321,,1.0000112603,,1.0000046149,,1.0000014609,,1.0000002887,,1.000000018
1.0001841867,,1.0001841867,,1.0000756421,,1.0000443867,,1.0000239802,,1.0000115731,,1.0000047431,,1.0000015014,,1.0000002967,,1.0000000186
1.0001891614,,1.0001891614,,1.0000776859,,1.0000455862,,1.0000246283,,1.0000118858,,1.0000048713,,1.000001542,,1.0000003047,,1.0000000191
1.000194136,,1.000194136,,1.0000797297,,1.0000467856,,1.0000252763,,1.0000121986,,1.0000049995,,1.0000015826,,1.0000003127,,1.0000000196
1.0001991104,,1.0001991104,,1.0000817735,,1.0000479851,,1.0000259244,,1.0000125114,,1.0000051277,,1.0000016232,,1.0000003207,,1.0000000201
1.0002040846,,1.0002040846,,1.0000838172,,1.0000491845,,1.0000265724,,1.0000128241,,1.0000052559,,1.0000016638,,1.0000003288,,1.0000000206
1.0002090586,,1.0002090586,,1.000085861,,1.0000503839,,1.0000272205,,1.0000131369,,1.0000053841,,1.0000017043,,1.0000003368,,1.0000000211
1.0002140325,,1.0002140325,,1.0000879046,,1.0000515833,,1.0000278685,,1.0000134497,,1.0000055123,,1.0000017449,,1.0000003448,,1.0000000216
1.0002190062,,1.0002190062,,1.0000899483,,1.0000527827,,1.0000285165,,1.0000137625,,1.0000056405,,1.0000017855,,1.0000003528,,1.0000000221
1.0002239798,,1.0002239798,,1.0000919919,,1.0000539821,,1.0000291646,,1.0000140752,,1.0000057687,,1.0000018261,,1.0000003608,,1.0000000226
1.0002289531,,1.0002289531,,1.0000940355,,1.0000551814,,1.0000298126,,1.000014388,,1.0000058969,,1.0000018667,,1.0000003688,,1.0000000231
1.0002339263,,1.0002339263,,1.0000960791,,1.0000563808,,1.0000304606,,1.0000147008,,1.000006025,,1.0000019072,,1.0000003769,,1.0000000236
1.0002388993,,1.0002388993,,1.0000981226,,1.0000575801,,1.0000311087,,1.0000150135,,1.0000061532,,1.0000019478,,1.0000003849,,1.0000000241
1.0002438721,,1.0002438721,,1.0001001661,,1.0000587795,,1.0000317567,,1.0000153263,,1.0000062814,,1.0000019884,,1.0000003929,,1.0000000246
1.0002488448,,1.0002488448,,1.0001022096,,1.0000599788,,1.0000324047,,1.000015639,,1.0000064096,,1.000002029,,1.0000004009,,1.0000000251
1.0002538173,,1.0002538173,,1.000104253,,1.0000611781,,1.0000330527,,1.0000159518,,1.0000065378,,1.0000020696,,1.0000004089,,1.0000000256
1.0002587896,,1.0002587896,,1.0001062964,,1.0000623774,,1.0000337008,,1.0000162646,,1.000006666,,1.0000021101,,1.000000417,,1.0000000261
1.0002637618,,1.0002637618,,1.0001083398,,1.0000635767,,1.0000343488,,1.0000165773,,1.0000067942,,1.0000021507,,1.000000425,,1.0000000266
1.0002687337,,1.0002687337,,1.0001103832,,1.000064776,,1.0000349968,,1.0000168901,,1.0000069224,,1.0000021913,,1.000000433,,1.0000000271
1.0002737056,,1.0002737056,,1.0001124265,,1.0000659753,,1.0000356448,,1.0000172029,,1.0000070506,,1.0000022319,,1.000000441,,1.0000000276
1.0002786772,,1.0002786772,,1.0001144698,,1.0000671746,,1.0000362928,,1.0000175156,,1.0000071787,,1.0000022724,,1.000000449,,1.0000000281
1.0002836486,,1.0002836486,,1.0001165131,,1.0000683738,,1.0000369408,,1.0000178284,,1.0000073069,,1.000002313,,1.000000457,,1.0000000286
1.0002886199,,1.0002886199,,1.0001185563,,1.0000695731,,1.0000375888,,1.0000181411,,1.0000074351,,1.0000023536,,1.0000004651,,1.0000000291
1.000293591,,1.000293591,,1.0001205996,,1.0000707723,,1.0000382368,,1.0000184539,,1.0000075633,,1.0000023942,,1.0000004731,,1.0000000296
1.000298562,,1.000298562,,1.0001226427,,1.0000719715,,1.0000388848,,1.0000187667,,1.0000076915,,1.0000024348,,1.0000004811,,1.0000000301
1.0003035328,,1.0003035328,,1.0001246859,,1.0000731708,,1.0000395328,,1.0000190794,,1.0000078197,,1.0000024753,,1.0000004891,,1.0000000306
1.0003085034,,1.0003085034,,1.000126729,,1.00007437,,1.0000401808,,1.0000193922,,1.0000079479,,1.0000025159,,1.0000004971,,1.0000000311
1.0003134738,,1.0003134738,,1.0001287721,,1.0000755692,,1.0000408287,,1.0000197049,,1.0000080761,,1.0000025565,,1.0000005052,,1.0000000316
1.000318444,,1.000318444,,1.0001308152,,1.0000767684,,1.0000414767,,1.0000200177,,1.0000082042,,1.0000025971,,1.0000005132,,1.0000000321
1.0003234141,,1.0003234141,,1.0001328582,,1.0000779675,,1.0000421247,,1.0000203304,,1.0000083324,,1.0000026377,,1.0000005212,,1.0000000326
1.000328384,,1.000328384,,1.0001349012,,1.0000791667,,1.0000427727,,1.0000206432,,1.0000084606,,1.0000026782,,1.0000005292,,1.0000000331
1.0003333538,,1.0003333538,,1.0001369442,,1.0000803659,,1.0000434207,,1.0000209559,,1.0000085888,,1.0000027188,,1.0000005372,,1.0000000336
1.0003383233,,1.0003383233,,1.0001389872,,1.000081565,,1.0000440686,,1.0000212687,,1.000008717,,1.0000027594,,1.0000005452,,1.0000000341
1.0003432927,,1.0003432927,,1.0001410301,,1.0000827642,,1.0000447166,,1.0000215814,,1.0000088452,,1.0000028,,1.0000005533,,1.0000000346
1.0003482619,,1.0003482619,,1.000143073,,1.0000839633,,1.0000453646,,1.0000218942,,1.0000089734,,1.0000028406,,1.0000005613,,1.0000000351
1.0000049811,,1.000353231,,1.0001451159,,1.0000851624,,1.0000460125,,1.0000222069,,1.0000091016,,1.0000028811,,1.0000005693,,1.0000000356
1.0000099621,,,,1.0001471587,,1.0000863615,,1.0000466605,,1.0000225197,,1.0000092297,,1.0000029217,,1.0000005773,,1.0000000361
1.0000149429,,,,1.0001492015,,1.0000875606,,1.0000473084,,1.0000228324,,1.0000093579,,1.0000029623,,1.0000005853,,1.0000000366
1.0000199235,,,,1.0001512443,,1.0000887597,,1.0000479564,,1.0000231452,,1.0000094861,,1.0000030029,,1.0000005934,,1.0000000371
1.0000249039,,,,1.000153287,,1.0000899588,,1.0000486043,,1.0000234579,,1.0000096143,,1.0000030434,,1.0000006014,,1.0000000376
1.0000298842,,,,1.0001553297,,1.0000911578,,1.0000492523,,1.0000237707,,1.0000097425,,1.000003084,,1.0000006094,,1.0000000381
